Addresses,Allocation %,Type,Sum
0x4c6eee1d1113107d950aac8934372223afd993cf,0.01%,Holders,
0x4ca25236d2c8cdfd9815fb09d5f9d5bd43b09514,0.01%,Holders,
0x4cdec13ef4ccb2e4772f26994dde75fcf86977ad,0.00%,Holders,
0x4d95b828b1b9df7dd1e4640b0389cc766a7f78f7,0.01%,Holders,
0x4db920ada8912d33ec6a5516d6b72b1afd835589,0.02%,Holders,
0x4e2c015f208529c384838dcb93c4c4f6fb7998e6,0.01%,Holders,
0x4eb271f37c495e3586f1b69e556dc2050860d198,0.00%,Holders,
0x4f053d6c773c3399504b488d66e7b33db5b7e75f,0.03%,Holders,
0x4f327c19e3d9766e4ffcf6abfe4781912dc7875c,0.00%,Holders,
0x4f82e73edb06d29ff62c91ec8f5ff06571bdeb29,0.00%,Holders,
0x4fdb26dbeacb301b903c536170427122ed182825,0.00%,Holders,
0x4fe309b25836c1ba2daafbc5d2904be439a88654,0.15%,Holders,
0x500bf070bc25fab5895b824733b583d689d412e7,0.03%,Holders,
0x500dfa3fede60173be979f513153c12b7ec5cedd,0.01%,Holders,
0x50847a93caeebd439dc21e4acbb25b4c9a82dca7,0.00%,Holders,
0x50c5893a0b8347004e351d8df3606b6ed04d6424,0.01%,Holders,
0x50cd5e958d43c245cd77afa827b01364a991b2db,0.01%,Holders,
0x51bd7532b3c655daff12d80743a671ca17ef4298,0.00%,Holders,
0x52236918af7bc85d654837b568498dde6ce1407c,0.01%,Holders,
0x5279043b6600f54d69b4838c4cf3936f8bd14d53,0.00%,Holders,
0x528e59ca8880a0643be7a2840a1606d05c93185d,0.00%,Holders,
0x54388a0b27f82b614623054666c0d6c34efdfa54,0.02%,Holders,
0x5463eb68c1e271219c392418c9f6d3b5eb5c386b,0.00%,Holders,
0x548849a3ebd44cc3bb4aee9b8cf5f9545acf65d0,0.00%,Holders,
0x54cf4bf645d59785ff46f43d37c05f98c68c6be2,0.01%,Holders,
0x55a0ceae9e2eab41826640b22481b4e0bfb8111c,0.02%,Holders,
0x55a5b0adc6343bea1d948f7d97c87e898eb34806,0.00%,Holders,
0x56958f008861280f924285fff6d782378397a1fb,0.01%,Holders,
0x56e004c95e819c4c0738e6758cabd281bf8e334d,0.01%,Holders,
0x5738a61ae740c84480825330329bcc492fe613a7,0.00%,Holders,
0x5761e325c0bec4c40d5002681850be73d3d6846d,0.00%,Holders,
0x57f82f9e64b5e19ecb76e95e1673a97774c8ba98,0.00%,Holders,
0x5808a8019c12fc91a1807fb927bb408b033ec96e,0.01%,Holders,
0x5997e09faa51a5c741c466a069af6e63ec54eca7,0.00%,Holders,
0x5b200748c2605e8ac91681c977910ca68d52256e,0.01%,Holders,
0x5bde508e6e3e986383d4fe4233f1b5eb080c2ef8,0.00%,Holders,
0x5c22ec96ac678b0d88b5d9b6619742ceda763269,0.00%,Holders,
0x5caf57282e9bd7fcc2269c0cbc4cb79fffa4e80d,0.02%,Holders,
0x5ce2116341fb09708e865c00e13b6c1785b3766d,0.03%,Holders,
0x5d0b4d6bf83af392ed4d086cae160f3a6a04b6cb,0.00%,Holders,
0x5d64d14d2cf4fe5fe4e65b1c7e3d11e18d493091,0.00%,Holders,
0x5dffeece1972365c9d1369d60aa488828e6f0779,0.01%,Holders,
0x5e11288434e7471dffb3cc7e1ffa2977fe663a08,0.00%,Holders,
0x5ed12e4b39b6a6e1579878477721bf35d5dd3b27,0.00%,Holders,
0x5ef27fa4e91907b0279af66af0c8a2be887275f8,0.00%,Holders,
0x5f114572827df4869930b7f6930964706ca70758,0.01%,Holders,
0x5f5e6a19ea2a9841e965730aa042e912c62f9141,0.00%,Holders,
0x5ff12d617f944bcda83daff7fff4ed75a003c14b,0.01%,Holders,
0x5ff86fbb5792dfe42aa22cd1a333f0fbe2e0f998,0.06%,Holders,
0x6042ad90f8fb6f6f85bccda33e32922d835daa4e,0.13%,Holders,
0x6232f6c9dccc56457f5fc9fc5577280dda4d0778,0.00%,Holders,
0x6384cc94551b168c3ade2c73341409da32b7efc5,0.00%,Holders,
0x63c33d8b622be26ae1c2e59d53247e1970e28b94,0.02%,Holders,
0x63d275658d83eca1f5da788e74607c0bec762957,0.00%,Holders,
0x63da52ced255d4d28d4844cdfdfcfa6476792791,0.02%,Holders,
0x6425c2a6bcfd43ae5492faee35bdbb9ea9bffca7,0.00%,Holders,
0x64efe9ab09028d47dd917921c3b1b66831f032f9,0.02%,Holders,
0x65a8f07bd9a8598e1b5b6c0a88f4779dbc077675,0.01%,Holders,
0x65c426c26f09d4be3240dd6aaf7e69a067af7ea2,0.01%,Holders,
