Address,Allocation %,Type(s),Sum
0x23cfd4fec0b37b86fc7dc48bc644d5c6d94ac0df,0.016258867841%,LPer,
0x5ef2624cce99b1fc7188eea45243dd43b1d997da,0.016212899532%,Staker,
0xd7185cd9ea60884d8371b6f4deb04ed14ba0af0c,0.016079243367%,LPer,
0xef1eba3c139b3f9ae8303d5aaffc13ae175106ee,0.015968915251%,LPer,
0x949758647d0390cf44a0f244615b019c2429f769,0.015963413244%,Staker,
0x63a6decab8fbe41d49a0f1c695e4f76446ccc892,0.015950213822%,"Staker, LPer",
0x7decf7a31168778f311c57b9a948abaa7321001e,0.015946078001%,Staker,
0x82037096213e7ec1fad956e7033f75c3a73a7ae9,0.015911557075%,LPer,
0x778f9c4c3b5e3d8d9fe9ef1224700cf93efc3184,0.015726619384%,"Beamer, LPer",
0x68d90e84567017cd1c1e14fb8c077c53a922cca9,0.015631554465%,Staker,
0xe065d88f41615231e69026040c075d9f9f1bd00a,0.015523432415%,Beamer,
0x87246d341be37a9633072c633e40dc239d1a7a64,0.015461974988%,Staker,
0x571c15577cd9c7f335f938882c981f80988b4100,0.015317192987%,Beamer,
0xa1311ea7909584fe6971856aefe0087c76c803a0,0.015164370448%,"Staker, Beamer",
0xfbbf5bc719b051f448bc20054684a46ab08a44b5,0.015151237149%,Staker,
0xc216018517d24e271f1e2e085298f85116ec4b4a,0.015001039044%,LPer,
0x18ed3e21c57d64b9fbf24985aed0696fac592fa1,0.014976354503%,Staker,
0xb60b2887c7f64ae49ecc939ecb48c985e9358f09,0.014890970732%,"Staker, LPer",
0x4914cba05a0aa09e1a61804ab5efd32d3d7cfe88,0.014888749804%,LPer,
0x4e940ac000d645b1283c614ef1aeeaf32d688fc5,0.014836969281%,Staker,
0xbe9e8ec25866b21ba34e97b9393bcabbcb4a5c86,0.014770813183%,Beamer,
0xda8a8a7788f6e62cfdc55b5d971436aa00044137,0.014747134373%,Staker,
0x83ba980794a7c4a3f3d7c4401bf89695380164e0,0.014707860901%,Staker,
0x80425b9fda638dbf75d58aac25a0f9150a0e72ef,0.014678868784%,Beamer,
0x1b40c1777a80ee97af0c6da756ce486eab7d162e,0.014638322944%,Staker,
0x5b45b0a5c1e3d570282bddfe01b0465c1b332430,0.014596587959%,Beamer,
0xb79a48cdfb85d1ac45989f40793abc7a1a15c5e3,0.014593690548%,Beamer,
0x992069b749cd27318a2a5ab74c30164cbed9ed20,0.014581320246%,Staker,
0xade9e51c9e23d64e538a7a38656b78ab6bcc349e,0.014573605549%,Staker,
0x7c9b206accb51f8d809d904f439bfaaaeb904f2a,0.014521480780%,Beamer,
0xe5afbbf85f76226f363597a83b211f37d84ed788,0.014485550000%,Staker,
0x8860f2dd5cab736a6cc4d2612aa214548194d1cd,0.014422591544%,Staker,
0xae96e864851b763b562d0f34605b0ab47969ff71,0.014412936536%,Staker,
0x42bb3e5c20083718040a528510d9c158f4ea410d,0.014406633567%,Beamer,
0x8f22003f659e521e6daadb261d847f4ad3d463f3,0.014380725236%,Staker,
0xadd45c99db68a6d16b328dd723b622b33c056657,0.014217792188%,Beamer,
0x8ed109f08a7b72cd5c6c529486a502760ba6bb8c,0.014215326734%,Beamer,
0x559Bb72A75103f6da323CA180372b80b45af05b9,0.014176019761%,Staker,
0xae447f085d5481365bbdaca92b9f8bfaa2c5ca22,0.014149334282%,Staker,
0x03351a3435af95e318aa7ba3eb17eb50a4c6c2df,0.014127878186%,Beamer,
0xed325be49e72a503439d68493917c188f1515681,0.014116376668%,LPer,
0xa55d8e57ec565693c2ff02ee19f23476352b7f8a,0.014110645076%,LPer,
0x617c5bcbfffd9531f20bf0c1de048b657d64d692,0.014090294499%,LPer,
0xd52784d31f5575fbcbb45d7fc36ec68c7f9dda12,0.014074744256%,Staker,
0x436a85B691B5d5881263a24Df8FF5D520FD39951,0.014026919970%,Staker,
0x569ddba95a4ba347bd239ded8f8983bb5c4acfc8,0.014024790501%,Beamer,
0x86d64810a9819b2fb8a69e43f19ee4211dec8efb,0.013915895527%,Staker,
0xc6ef122499e6b27044b18228c6edadc264cfb0c8,0.013908136030%,Staker,
0x1574472d2fc12905b73f7269352ca4aefd88eddf,0.013901642316%,Staker,
0x9c3cf51185d56158af23ea8007f627edec38bf92,0.013887240544%,Staker,
0xb56e2157aa2069924c66fbc3d989e465008ba760,0.013856688135%,LPer,
0x6a514e98b804b5953f4c92d36a19f406f61e8c97,0.013721556572%,Staker,
0xe74c68e0946b13d06f1640d85eae78e0819a24b3,0.013670320628%,Staker,
0x834e6fc990f1bf4828a24323dfbb41fe03483bd1,0.013660938553%,Staker,
0xffd3da76203642d4ee112893f33749a0df7ea7fd,0.013644315345%,Staker,
0x825f23921dcff36944d8b0b0ca23ac7d05fb86cb,0.013623295239%,Beamer,
0x33428748a57081be786e8202ff3622ea269fb15c,0.013620713951%,Staker,
0xd7123df9b92f7dc8542fb8231d29ee052a8807d9,0.013601393366%,Staker,
0x245fc94879833270a377890cfae15aba8e3ca4e1,0.013558042375%,Staker,
0xc2b9075fd5f22e968cf0416008a7ca3727987f6d,0.013552798447%,Staker,
0x49163d086e91f7d327852bad9bc6436c2a8b6da8,0.013534298782%,LPer,
0xe103abfa0f867e53cef1ad2cb0dcbc193b385a93,0.013528043234%,Staker,
0x9e3f3e6169f535db8dca38b4d2a11b7a4bb77578,0.013401666539%,Staker,
0x1b2dab8062e1d7ea6d6bff01ae297fede19e3125,0.013323306205%,LPer,
0x4672fd874a2f7b3187e315abfe07a15fe481919b,0.013266097954%,"Staker, Beamer, LPer",
0x1ea7dddd0d913137dc14e63e94b16095613018a3,0.013260139665%,Staker,
0x1df428833f2c9fb1ef098754e5d710432450d706,0.013225927070%,Staker,
0x349790f5197946d6cccbe49ebfd05d93ae950c38,0.013177132661%,Beamer,
0x3002b77df353a199d61daaf63933014cb82b28fd,0.013062642737%,LPer,
0xeec2a98378667b6632ee44cc2215eb5817c416cf,0.013053917806%,Staker,
0xbf4ebea7279de8517f60bd5fdbe9aebe03de90ed,0.013026981914%,Beamer,
0xe7f88df041b9505591104ab6ce574e33fa84deaf,0.013000700435%,LPer,
0x977c46703cc424ba8e469406b8b70c040fcda2f6,0.012909742652%,Beamer,
0xd75523c1d7fef9bb361020f2baa2d18f96c7d3f2,0.012867285696%,Beamer,
0xa8360ef538d0ce3a4f768f31c3b4aa203cb74aec,0.012798414026%,Beamer,
0x65a8f07bd9a8598e1b5b6c0a88f4779dbc077675,0.012734338045%,Beamer,
0x25ee0788cb9ea67f5b4ba9d54386a93aacdc77e2,0.012728279691%,LPer,
0xc8233a46f57add754f32cf9e25a85aae8a7d5f29,0.012703548622%,LPer,
0xf9a0106251467fff1ff03e8609aa74fc55a2a45e,0.012695583653%,"Beamer, LPer",
0x172c6e8b7ed15f7487c5cf73c224e07e848aa439,0.012694428299%,LPer,
0x8dcac18996dc58b5eebfdc5d0a7b22e0b951a4b7,0.012694428299%,LPer,
0x8f8b4759dc93ca55bd6997df719f20f581f10f5c,0.012694428299%,LPer,
0x800af106e83b49ae1168d44ce51e9d3f98a3347a,0.012678156099%,Staker,
0xabb735648a076d570aff2a61d8d141099823eae9,0.012659318027%,LPer,
0xcd8ab22b7e292f27dee10d78e6a88bd1dd74e9d8,0.012650823115%,"Beamer, LPer",
0x1cabc2a3e7fd58b16502bf7c60c5a5e41b9db638,0.012590373093%,Staker,
0x4cb6f0ef0eeb503f8065af1a6e6d5dd46197d3d9,0.012564288597%,Beamer,
0xa4aa7e4a4b9fc91064f2f07536d363b33b2fb978,0.012478949626%,Beamer,
0xfe13c6d06121a27cae69e634ac25e8d3316d3048,0.012371474919%,"Beamer, LPer",
0x4888c0030b743c17c89a8af875155cf75dcfd1e1,0.012354059658%,LPer,
0xa7cc2e956d269d4bcd4d52711c498727b7597a0a,0.012309622252%,Staker,
0x1fe7d323946a7c3b644528baa42eff13056cd2b4,0.012242982479%,Staker,
0xe4307810ce21f3c0558d0687f78b5b4ca502ba0a,0.012186072244%,Staker,
0x11fb093f2805a5918652e53a6f7c2eee64e37178,0.012180184940%,LPer,
0x363d570dd0b95416a906df5aa90bdd8428c335e0,0.012145027842%,Beamer,
0x5dd9d22cd11e07230de41a53dce82a4e7f0425a7,0.012145010212%,Staker,
0x31063f973369ce94531df6f44a85af567694beda,0.012139875516%,Beamer,
0x4ed7a3cdb17c9a3363b5c6f5aaf981ee2dff43f9,0.012094715141%,LPer,
0x3ec3705d230cfc1f71e63ec8a97156971c5842eb,0.012087172010%,LPer,
0x70b63ce380f79082a4ccf355e0a49db44ad48f90,0.012069983784%,Beamer,
0x95183291851e0c1c2a64cf8c3ef78c2b6e382918,0.012059136222%,Staker,
0x60b8200831d1457a7f0ba5c5092cf4b0cc6c0d93,0.012032197009%,Staker,
0x4f41d03631ea4dc14016ccf90690d6d22b24c12d,0.011968963520%,Staker,
0x4b9cce0e6c7abe8a3c26f513c06517f667b3d36a,0.011912075345%,"Staker, Beamer",
0x767810de403453892f4c958d4a332538240a7cd3,0.011836525381%,Beamer,
0x7DC8dc26B9a833A7A1dadCF321037f3b6b58aCb6,0.011774494797%,Staker,
0xbd8ccf3ebe4cc2d57962cdc2756b143ce0135a6b,0.011772191266%,"Beamer, LPer",
0x9633bac0ae8d720e2016d8268a9030a6acadd784,0.011590479881%,Beamer,
0xcbcba4fb9beaf2408b8487d558538f31104fca36,0.011471439010%,Staker,
0x19cd713c3ea67285a8bbc378fda9769106597392,0.011456753206%,Beamer,
0xe78e5003f029b7343c70f589953363a90458618f,0.011393262793%,Staker,
0x8d309de16a745c15ffa00a46da4eb3e044c54d63,0.011391364812%,Staker,
0x8f8a803cd2a9ee8745730dd31a4eb246e585bae6,0.011360217345%,Staker,
0x9cff853d4d09de59d9c69dac748905dd65920ddf,0.011331265199%,LPer,
0xD6Cb7a7b544E24e5160A948a16C45b1096276F9d,0.011268100477%,Staker,
0x927b99c9319f5a6fb9c9816532f15da11f04eefe,0.011224549067%,Staker,
0x607a931333eb394b612ed1b47356c81c420802fd,0.011154441982%,Staker,
0xa8c2d5698334dcdcbbb04f25c5bc8d8301a9a660,0.011084178159%,"Beamer, LPer",
0x8f7248d89f3f8859c169ecbf18dabea16bc6a00a,0.010993456659%,Staker,
0x67dacc258dccc8cbfb493c652ab5170c3cff0ad9,0.010944486526%,Beamer,
0x27d4a79f9096f1b337de23d089d27c0eca313979,0.010877037814%,Beamer,
0xd6cdf0e2cc293a77a9931306b1f19f5c51ef89f9,0.010873082334%,Staker,
0x1af86eec2d46160b784ab7f4ff9c62ec7294d762,0.010868307794%,LPer,
0xdf6e350eb3800907f7ee1d8fc8446d45facbc4b0,0.010861771768%,Beamer,
0xf00ed9bc9e51151d4cdd602bd8b02a650e94d6e5,0.010837267144%,Staker,
0x1a7f5b81c30ec794ac087e896424b88fa03458fe,0.010830094839%,Beamer,
0xe9af2e97d387f4c20b71492e774ace535b36949a,0.010826485366%,Staker,
0xb13530ec48f026ad33a04a3e553b989f1f484f6e,0.010821164941%,"Staker, LPer",
0xeb592208ba2cf66598900cd19105853982b73521,0.010819485072%,Staker,
0xd81cd67392b69183c0f96c29af8df09bbd9f5f84,0.010747373083%,Staker,
0x050607c2fa510b7b68682430f39f51c9d859ebf9,0.010697774064%,LPer,
0xeacaa7d9a5ec8c171d8250a95cfd4614ce779c24,0.010560588160%,Staker,
0x48922ffe53c57d9fc634d5d9b21424b5d79bcf7c,0.010544121109%,Beamer,
0x6d9807d18374f33213de86917937544a7095e39e,0.010542568897%,Beamer,
0x15e039fc6618a7b4d87be723b6ccfaee4e5a51b8,0.010532441532%,Staker,
0xbd8e9737e902d11e9c4399a9ccc7359758854199,0.010524301997%,Staker,
0x58e3c19e8fe87995f1921a345fda05362f653104,0.010435234003%,Beamer,
0x06238cde37b7683d79cf3a543ecacedeecd4dbfb,0.010404755340%,Staker,
0xe2ba2b0e5f8f1f41f6466b5fc5439d6f5dd8ea69,0.010390282271%,"Staker, Beamer, LPer",
0x7d093f1eb898c56b8f8f5d1428a2aeced7eaef1b,0.010337968870%,Beamer,
0x679e5dcee6ca444d5462fda03be6898208c3a1c6,0.010332532573%,"Beamer, LPer",
0xf6afa55f4e62bd205c6155fb7e8a85be7b60079b,0.010307279444%,Staker,
0xea38d7ed7f890e93315cb96956d60fe0638262d7,0.010297661179%,Beamer,
0x23603674760c3c69680879705048f792378accab,0.010283192739%,Staker,
0xabe5538c53288a78f78b9e91071a6ed7595b5a1a,0.010218480944%,Staker,
0x4fb7d1ebad509ddf63fe88ef6e0509950a1c7cae,0.010217460840%,Staker,
0xb38a1018ea21faf43bdcc9b66660948b3f52cfc1,0.010202197901%,Staker,
0x7dd508a1e4da1243789b799a480f8b45e58b1b5b,0.010174521796%,Staker,
0xe96edb9acd32f815b120079fcbcbcd7c8591e60c,0.010051770013%,Staker,
0x7e7d26ad3d4e00b4e9bd2e85a794e200ceb405aa,0.010047411767%,"Staker, LPer",
0xd6e8f087bd2f6ae4528f89928cf39ccb103cab93,0.010010730787%,Staker,
0x700e45b86fd440978dfa86b6ce84f6a3c5019cb0,0.010003081575%,LPer,
0xda9885bb051d1bfa82acd7de049b188a5c5ce854,0.009997487069%,LPer,
0x16991fa1460c9be3031e382854e767867dc8d9cc,0.009989945006%,LPer,
0x49b195ffd5b655b2f10e6687111d4a3283f224ef,0.009936082034%,Beamer,
0x62c5c76aded310b96ab25949bef822d898209021,0.009919578805%,Staker,
0xd84819d9732e0ac368f11e0dddc498d44f6af7a3,0.009881619399%,Beamer,
0x833393218CdD114a5883B66D6Dd51562a89c4D54,0.009871067894%,Staker,
0xe472fef1286cc1c367821e317921fc07084a62d2,0.009863096959%,LPer,
0xa58341b962c46e905eeafaea7ef809b34d836880,0.009839441232%,"Staker, Beamer",
0xb2d698bdbfd044d76a6a524c24c997dc24149398,0.009788323149%,Staker,
0x25e31cbb6a99fe5e60f9b8cf6067955be9c7eea1,0.009785449343%,Staker,
0xb01e1183563acc3d71d67376b154ba5bb7d8ec39,0.009742951190%,Staker,
0xdaa12ca83de2fab833fc28ce1300ba6ddee67204,0.009742786375%,Beamer,
0x8d9897a83d7580a8e0648cae815b38cf5c68fd86,0.009718328596%,Staker,
0xb913df76908ddadca666116730dab1e4037a1c91,0.009706884580%,Staker,
0x788df41c7d6fc5fbb1c5890042c038184f55f92a,0.009693295693%,"Staker, Beamer",
0x8a72c47f190f2118227a83da784a2ce45c54f484,0.009687402673%,Staker,
0x38b49b8341adbb4fec776624584ac2ffd1b7bf89,0.009665836348%,Staker,
0xecc25630b09f65e095e56cbb1e957cc631feccd5,0.009656083412%,LPer,
0x7563f62fd8871e515bbe88edf2155b6aa4036466,0.009643927740%,Staker,
0xd4321c9af05ab10b4bf7480e65908f50cc00773a,0.009632452595%,Staker,
0x52256c5d1f89091d78eafe2c35d5c6a38a032ec6,0.009572475852%,Beamer,
0x5bbe3450b8d0d655b60b86eff85517485a5df2dc,0.009551819010%,LPer,
0x960f16fff5070555c0efa22f6b839ed7d5ab6094,0.009520821224%,LPer,
0x8276e4775d53536d9216613b69182ab3a5119b31,0.009517176762%,Staker,
0x07b577f10d4e00f3018542d08a87f255a49175a5,0.009480383237%,LPer,
0x2a475D554CbD08791A1c0ea746256dACD702be7b,0.009439845216%,Staker,
0x550c1aac912757fff05e945b09c5ba99d122f6e6,0.009413523821%,Staker,
0x43cea538cfaa1dcb91e300dbf5c376cffb879072,0.009403513999%,LPer,
0x8d11d4c2aad604d94817858dbd22ddb43778819f,0.009350876665%,Staker,
0x33a956e197f8e84c8606568af658b7f85ee6fe36,0.009285001198%,Staker,
0x7e3f6242f4eac3aa1ffe6f83b874d555b2fca372,0.009279402129%,Staker,
0xd27f2b3c08308318d88a2be9a17b762b8b2a261a,0.009257976888%,Staker,
0x8fdc021e9488ea0ddc7f0eac24149aa92c192a15,0.009221222814%,Beamer,
0x879ada9eb253c9ed49ffd93a9481b777ced93e5b,0.009212181619%,"Staker, LPer",
0xee459c9e50f5e2cb58d4d76f0b68f75c66a86650,0.009209994483%,Beamer,
0x8491053d332fef1f94646b77dfe9e0a198f239ed,0.009206053393%,Staker,
0xc4aefd68213eb6caa4e39402b68d9f6258f65390,0.009178484553%,Beamer,
0x87072034175f8a81fbbb6885b041454326861bde,0.009165071564%,Beamer,
0x3ef000bae3e8105be55f76fda784fd7d69cff30e,0.009160802026%,Staker,
0x0858314da58949e5687f596e6c24e365b2efb1c0,0.009119594168%,Staker,
0x905285888823e842e79a67005500822110f72411,0.009098100672%,Staker,
0x9469c98be5afd94cd601e094bc401ddd37f480a3,0.009098071133%,Staker,
0x53dc93b33d63094770a623406277f3b83a265588,0.009083906110%,LPer,
0x7a7af203aaf4f246a479deb7149563d2c9c9af51,0.009076450857%,LPer,
0xaf2c5fed08fdf1737c9f954c5dbcda174476dad8,0.009068406610%,Staker,
0xbfd011afe4b326817db13df58f0dea7188154aac,0.009053582701%,Staker,
0x08fc2fb6d3c5c0feaaf2fe1c8aa6a58b6ffce134,0.009041996854%,Staker,
0xb3cef3d178c5efb0dd6fab82ec185f3d1ba3ca13,0.009039173228%,Staker,
0x18d4edeb7429f20aa025dea62c1b68c146d6a5d0,0.009038884530%,Staker,
0xe68f4caad1284ca245e0bf5e8a497de357c7b5d1,0.009030852174%,Beamer,
0x902a334af91a8e11b68b30639a2f66bcaea009f1,0.009003216630%,Beamer,
0x7ba0d8fe817bf1f02e27bf817a492f19af9169a1,0.009001298086%,Staker,
0xd702e7bb97522bfc0fec25e2c23ff259590a53b7,0.008995442470%,Staker,
0x8b2372dfa32429268216040bf593dfa6958aa8bf,0.008978130045%,Beamer,
0x9dbf2031a290b0cce8e1341c119d344f6fbdd91f,0.008972445170%,Beamer,
0x11edb9162659ca2d343a9f069d6eeee2b6e31d17,0.008971269540%,Beamer,
0x7978c6a5189f5750c418775aa2c3b45b2dbc71ce,0.008968289491%,Beamer,
0xdf421bfcf63447e4ceb98491ee685d706b4e2c92,0.008967915922%,Beamer,
0xaca58126ee6ef102214ea96a331c24a0129aa176,0.008952530231%,Beamer,
0xb6d8309501472485229364684b9e10df0cd14b7d,0.008945664010%,Beamer,
0x273c302b5c4ac957c1f6d878181fc9908a161042,0.008943727995%,Beamer,
0xa3a41600cdfefa63d5e7b758e712347be82798ea,0.008934888878%,Beamer,
0xf0bbd63da9c4490a8bcf6109b424ee2ac4c3528b,0.008933524445%,Beamer,
0x9017f2e74c66e40e9e5d40825a9a35345a396586,0.008916214186%,Beamer,
0xa39ba2cd8658d0b69ba1880dcfbb65216ab33056,0.008910218979%,"Staker, LPer",
0x22718f461eeb4e33ad8ea60d452b23a1dbfcf177,0.008909571293%,Beamer,
0xe6514ab3b2835ecd3d3486132265fbaf4b9b111c,0.008900877239%,Beamer,
0xee91da19b5202b49ea919b4886e2d8ef9e024662,0.008892889431%,Beamer,
0xbb01233c17c4b3981cd91860f275ab368a7b12bb,0.008890577328%,Beamer,
0x1048f692c6bdfcfb5cbff41cad669d046b4757a3,0.008888875852%,Beamer,
0x02b6e3488b382c93f3f80abb237eb9fef16283be,0.008872422694%,Staker,
0x9c0b84af6d0ec85f53670abb4b191bb0fe25eb71,0.008857719785%,Beamer,
0x49a9a14907188c6c0fd94c9669ebd1bdf9e258e4,0.008853336977%,Beamer,
0xae8bbe3bcdab425357955222ae3cc7c1d23526e7,0.008840864135%,Beamer,
0x635beeddca2fb62cbdc6c935f7ddbf74d83ceeda,0.008835244792%,Beamer,
0xb35c4ba2df0492068ec628fecb5deb969c890a0c,0.008833995742%,Beamer,
0x2ced08297ce49ec280e6086e0cddfc425af872ae,0.008832311284%,Beamer,
0x5eaadd7cbb6090ad490b4d2ee45798eae8044cc2,0.008828970780%,Beamer,
0xb2352f4c3b451faf1569cfd176965c04f0daa3be,0.008828667212%,Beamer,
0x58204e28229c90e8f3ac64481dfeaa796fb09a80,0.008809210362%,Beamer,
0x3f435ecb51c986cd2942c700e1e5076050d1bb62,0.008709286032%,Staker,
0xb46d0e52e8cc8ad97f642fff3b4715225b35e480,0.008690834909%,Staker,
0xbf0f1a907967cabddf946693155c71d174bff7de,0.008644811003%,Beamer,
0x18f768455e7f5fb09fc491fd86bcc282bcdd5973,0.008587777595%,Staker,
0x3a752abca8d4b3d9db14339eb1aedd7aa083700d,0.008577494989%,Beamer,
0x261621f9b4383ec0226e552e47500c8f22859540,0.008572196530%,Staker,
0x984ff362c105cd8fa55d816ddefdd5889710bcec,0.008519614644%,LPer,
0x194772668b6d800ba24d3f910bb004da1a81cc81,0.008518749004%,Beamer,
0x67e997a714618e9dd092eff9783e3ad9a56f6b6c,0.008515269001%,LPer,
0xc90baba0411278cf3e5fd0723ee68bdb2be734a1,0.008511979675%,Staker,
0x786b75400393581809ad7eb853dbd4a2c2f25658,0.008505406565%,Staker,
0xcae39c4454c86b7c640416abe4e7494f43e3d9e5,0.008497924659%,Beamer,
0xc9f00d6755ed24cc3ae632f5513f42cea7c262a4,0.008470071228%,Staker,
0x6655459bab7a5e99f2d61279316f6d0a465be784,0.008449187336%,LPer,
0xc1bc773f45c95ab48abd8813462f4cc425176a48,0.008439091483%,Staker,
0xfd2de1e6008d29286f780c3ee561b297625a8538,0.008373078901%,Staker,
0x5de4ca716bc806c79286ee0bab92a585da214043,0.008370524194%,Staker,
0xcf3dcf4ab8750755ab7cf6faef3aff063c3a2ba0,0.008367704860%,Staker,
0x291b663a3dd77c4b5cb4c214970fce601ef5b704,0.008344767009%,Staker,
0xa266236f4deadd20710bb51044335e8efa8ad811,0.008343779276%,Beamer,
0x3256ee323cf2389c5ee7941b1ecc2c268d343317,0.008336057619%,Staker,
0xf2cdd8b147802a07f862c9dc125190e0653795a2,0.008317848575%,LPer,
0x93a62da5a14c80f265dabc077fcee437b1a0efde,0.008279145075%,LPer,
0x72f8a4486fecae174da6d98c3c288587391b3fc3,0.008276631223%,LPer,
0xe925bd72be0524d2f9865cc71f135f8d42cc5202,0.008260304586%,Beamer,
0xb6dc811ed011545c20de706f7c63ed41d551d7db,0.008223062870%,Beamer,
0x9f798557ca762e3b4e41d8b18f0bdde2ada97841,0.008184870837%,Beamer,
0xbef69e080a0b127f7cf6f3b658f07c90588cea65,0.008177976131%,LPer,
0x3cbbc3361a54bb099743941cd00ec8b15ece3756,0.008172867146%,Staker,
0x50b17bd57edde87d1c1dfac65549a74a995e0a18,0.008097861991%,Staker,
0x3eb80224293b94bbfd3317bd9192f432fa6870de,0.008083290903%,Staker,
0xcde771cb4b774d9e78192d111ab45a34cf60e583,0.008077997323%,Staker,
0xe8b67ebf4825fec2ab6c010a01064f5fa54672a5,0.008055593195%,Staker,
0x92221f445e68047033035f478cd11409749bd7cb,0.008052717284%,Staker,
0x326f37275506d94f91e0c785eec01bf6a262246d,0.008040477050%,Beamer,
0xdfa8ee9ff8798b37800f3ab18807273d7caaf1b6,0.008028032999%,Beamer,
0xa892b6ba0d0e5f16e6279a179ac057be77e8ea85,0.008026072370%,Staker,
0x3e67e64206270d74b6995afdf248c731f67f2191,0.008012835488%,Beamer,
0x1125917201ed36700f86c3cecec8c5dafae280d1,0.007986652945%,Staker,
0x217fb2a1c8da2489550d91cf77918353f3559395,0.007971832516%,Staker,
0xb8d8b4ed968b62b4a2f79110e935de9878a5b817,0.007949913993%,Beamer,
0x033c3fc1fc13f803a233d262e24d1ec3fd4efb48,0.007945509733%,Staker,
0xb333bee90bffeb69ea3d8d7418ebb485d2a7795a,0.007936729501%,Beamer,
0x7bfee91193d9df2ac0bfe90191d40f23c773c060,0.007916581864%,"Beamer, LPer",
0xf09dc581fb81f5e574c0a6902654acc2872a1460,0.007904495542%,LPer,
0xe722f5ae402431b1184d311897966a98430aa7bd,0.007903771232%,Beamer,
0xdc7420176fead7ae470471d3e1f7880f6ad446ab,0.007903104244%,LPer,
0xb1b1fc2bb47b15bd7910d19f779dc0183ad2bfd6,0.007898666888%,LPer,
0x2708492de90f67df033c372bc2a0402040d74547,0.007898074023%,LPer,
0x2810fd1131dec3c19735e808fd4c62156d168284,0.007884946856%,Staker,
0x5330c959f9a167f0f4236ccc9008bc14f3dccbfc,0.007870684258%,LPer,
0xeb2a77971d5a8d3b458b81e7964de27a2453f84a,0.007853758986%,LPer,
0xdde38d842edafd9c938b145281f6e0a19e7f339a,0.007846274048%,Staker,
0x181d37e1c00806890865a0a5bc69f450759e8031,0.007835106250%,Staker,
0x9acbb54d3d5ae1d8c9e490f94403eb8e9f3f0396,0.007832843417%,Staker,
0x88b2780bf14b96f531167f615ba13af70075a7a2,0.007831212688%,LPer,
0xf2c929c22d491c2a2c4ec92ec6c2c11e6b861428,0.007821594826%,Beamer,
0xde21a52af82e37589a461703eb5b60862cb51262,0.007790492563%,Beamer,
0x44ee80636aa06da16f137e1c4a4a7ddac6f50712,0.007784259021%,Staker,
0xa275345a5848525ade172fbb64695df7ede45e60,0.007760949394%,Staker,
0x3c2fe74daee9d18d777ca39b9c26d4547f39290e,0.007734733243%,Staker,
0x79e40ab4bac23e2910c03e2fc24819fe498a9491,0.007734583086%,Beamer,
0x0716266cc5d3c443e30b0c4e9c72afa33778e1de,0.007729591572%,Staker,
0x5c2581b418a9fd9a2cb848760b4423c1caff9cda,0.007720933780%,LPer,
0x3727a1e594b7ce5bacf5a7fb7716f88b8f03209d,0.007697291007%,Staker,
0x4ee3ef9ea1943694b2f87ca59a6b42200a398106,0.007679496920%,"Staker, LPer",
0xfc540d808611149d5c071da230d96742e98ba079,0.007676837087%,Beamer,
0x1e5babfaca734ee68ef242863d46eb20e486220b,0.007676811529%,Beamer,
0x1da722cfa8b0dfda57cf8d787689039c7a63f049,0.007627590092%,Staker,
0x9c0d1f4a029c46265831d120dee9cdc72f0ab3c3,0.007585678424%,"Beamer, LPer",
0x009994eaf678d11b17151455cae0c87e0b2b6825,0.007577175181%,LPer,
0x8548fb95164603b5936ed513dae1d54f0ae51a53,0.007571913808%,Beamer,
0xeac446a86091dac36348df5fec35a09d0bd8e7d7,0.007541399194%,Staker,
0xdc40678c88958a5d42874d5e21f03ded45518120,0.007531099941%,Staker,
0x29a1960d7ae71343b74dffca75a1c510aa329227,0.007521668862%,Staker,
0x4caaae32f3f05f891c089d3e68b7baa1b873d952,0.007487088806%,Staker,
0x16ab0de18dc79813e6c45ded4f1998c917d60b73,0.007449943230%,Staker,
0x13cbf9895e68fe79ce34b59ba7eedec58e025971,0.007439151117%,Staker,
0x50e09ee7080b32aef3e92346891dd2dd389b5faf,0.007431758718%,Beamer,
0x5771ceacda0eb88a85c6b0f07cccd4c1c7f6ee5e,0.007431262991%,Staker,
0x8fd4e91676d540b2c22e793617fc789f3fce00ba,0.007414815677%,Staker,
0x8513ef6d87e0c7324f324fda20778968c29684b3,0.007414648599%,Staker,
0xe2caaf0cdb431de16b6f58b4af1cde4b531b7197,0.007405575434%,Staker,
0x6b0ce027e14e5d7fd4b07db1c39a5a9ef0199b78,0.007387266440%,Staker,
0xbdf81b19af7848f7384c38e68208885ff0c9f390,0.007357455750%,Staker,
0x9a59d8b225c4fbec199a0dddcf51047b53ee5ba2,0.007348796238%,Staker,
0x271679930d6f07597bf125989cf7bbb2b9d14132,0.007314444997%,Beamer,
0x54ad803b5e8d462ed4579eabf57c49355a033c1c,0.007310706325%,Staker,
0x8a5d469d3ba810113bc0c3c6db27d6ad023e48bd,0.007299087328%,Beamer,
0xb545e4645ef5ceb7e6d325ad40d0003c6bb2d53d,0.007281444388%,Staker,
0xc31dba8d778d52baa6b276345446d858e9813032,0.007244445138%,Beamer,
0x73b4c185e48465dc239ae16bb4c8542d1cd07374,0.007242479172%,Staker,
0xdab30be00992487a52ebf2d3ea33f16ce32482d8,0.007241615498%,Beamer,
0x0aa7f68aa5ba344df1453288c8348621162b310e,0.007239686959%,LPer,
