Address,Allocation,Type
0x6f43129642Ae3f8E394F3b005054aD02f1d41C17,0.00000324%,product holder
0xDF541f96deAeD613137e60581aFFa5E67AE2650c,0.00000323%,product holder
0x62f299f304131E5C2F2d7DC4395bdE2A99f15867,0.00000322%,product holder
0x6890C1613Db236Ca117F9C19C003E78CaCC7Ac01,0.00000322%,product holder
0x8D2413447FF297d30BdC475F6D5cb00254685aae,0.00000321%,product holder
0xBd0A71474c6857E96641B1F87B1436674d871F8d,0.00000321%,product holder
0x2f04b2C56e0FEdb22Df5f189C66742dC5Ba48a56,0.00000320%,product holder
0xC5E0bBFb5A0bAE8c4aF604E31F32729F63c20129,0.00000320%,product holder
0xd87C2D12B52550D7eA83D62a5AB580b64fF6bCe9,0.00000320%,product holder
0x562F381cb5967481563AA154c1072CE3d3883077,0.00000319%,product holder
0xA0d95523853c3B554804dCF4E915d6A4C1D9E67c,0.00000319%,product holder
0x59d5dC142928BDa39749f9785C86b1Af0d4E7621,0.00000318%,product holder
0x26d6aFafC8E95892577D5A44828d4feC90c2dE8d,0.00000318%,product holder
0xffCf7c4f8dA76165D3f67696490211277bB9CdD0,0.00000318%,product holder
0x45F76d1092a0Fe7DcB03a051187Ca6060Ab658bA,0.00000317%,product holder
0xdf1A80841b16747Ea4A48F449a255a79f8E238dE,0.00000317%,product holder
0x9d86137567B169EcDc161c69EBA48b1366122865,0.00000315%,product holder
0xf095B0803982639eEa5C7aAEed583f8169620CDc,0.00000315%,product holder
0x13B34b4540385B57CdD7E2FD0f29caf35226eD9A,0.00000315%,product holder
0x11f4E5B6805dF7cDac86D07c61082ca7fbFaC8C8,0.00000315%,product holder
0x51e8EE96980c4c13aB225c992e9B8bD69B5c36Cc,0.00000315%,product holder
0x4AA338FBC92A217de6e00AeE421Bc63094dD2b37,0.00000314%,product holder
0x33E23501733243F18B3b2a8D1479c19119658908,0.00000313%,product holder
0x768E6e3089a4B4698ACab154D8b507E93aD99864,0.00000313%,product holder
0xb2c048950D38B2456d51B1298e0681d149D4B5F0,0.00000312%,product holder
0x2F5CBF72fEA1D5e57258A4317b4c923a4A3E161c,0.00000312%,product holder
0xE152416038f01F0cbFb28b3e133B039f4f80355D,0.00000311%,product holder
0x189C8ABE4e5a84a63493e124f5cD0d8B11711db3,0.00000311%,product holder
0x1F7B76430432Cb2973c7F72FC74D4964BC279681,0.00000309%,product holder
0x8652D7162Ef4e9b7dD3f7901ecd1c1870f783081,0.00000309%,product holder
0xf5150ba0c4017F2690A8980A0690706350Ec2772,0.00000307%,product holder
0x2aADe8bbb543d9B41aB13b86a77084C7fE63Cbf3,0.00000307%,product holder
0x687fa84Fa5AAfC44F85204652f39E1CDfD47d114,0.00000306%,product holder
0xa755a0F19C552FE25B48a53030012a7Ce17e6fA1,0.00000306%,product holder
0x0762Fc588b38fe9B1bbb31e384f6Ce6A6dDBB611,0.00000305%,product holder
0x23654185Ca98143BA2d7e3B4287684ea7B81F8b7,0.00000303%,product holder
0xcc5B740d2c31689D37bC5819538D0807d180B798,0.00000303%,product holder
0x9845bfdDb7418448f291E05554A75be52b5F0dB4,0.00000303%,product holder
0x2365c17508254279F2Ab5c68faf60e25f0D910c6,0.00000302%,product holder
0xFA867F9a071553B71578E12eDF6f5bDd00d3C826,0.00000302%,product holder
0x9Bc5CCc81d7a7e1D11FDE26FC59d6F6207e47a98,0.00000302%,product holder
0x7dEDda2706e6565A517Be3C76B0918f9E01FA412,0.00000301%,product holder
0xf2F5dA016955De491A614a81c557DB04De2d46A8,0.00000301%,product holder
0xe8678FBecb76C557f48BBb949a114216CB1fd775,0.00000300%,product holder
0xdD8Fbae772465F1d29D34d05eA448f4baD62393A,0.00000298%,product holder
0xB97Dec0d3817C0097216f0a0e41484322e478F1b,0.00000298%,product holder
0x8C0afb3758De4385c9DaC6177116b85A53426639,0.00000298%,product holder
0x3021b8635eE2aa6b61f717eb4FF8CdDf76EB446E,0.00000296%,product holder
0x306559439abCE406a62c3cfBf99c5149D4257855,0.00000295%,product holder
0xe908c2D5613d24D49E376f19715c795DB8E04f81,0.00000295%,product holder
0x916A8D7e4866D0B29D0E0582BEE51265E1625eE3,0.00000295%,product holder
0xDfB2F38c8D449C89e77757336485Ed1143BAe599,0.00000294%,product holder
0x8303C9fb5de02a4889551eC24558B22f57B12797,0.00000294%,product holder
0x2Ce9B1Ab45c044B05316A0781C3C6220c5545C3d,0.00000294%,product holder
0xb9328a3abC951aA8f6916DfCbe8d49542c761B0B,0.00000294%,product holder
0xe33CE4CDf6Ae6d9f955b871bd279ec895eB1FAa9,0.00000293%,product holder
0x7Ca3f1945CE4f0C293858f08BE0567BD148B076e,0.00000293%,product holder
0xFFAA394Fb6394E2EA09f2D0FcD887a11127e4985,0.00000293%,product holder
0x99F28eC204fB6350A7a47045670dAC9d0E399839,0.00000293%,product holder
0x4711534EdC6C456f8CA44119055003dAF18906C5,0.00000293%,product holder
0x43B613b68938246006F1F8EB846F09C40A4C471e,0.00000292%,product holder
0x0f19E54A3B40ed9A4603AAaF0852e9c09Bce6B88,0.00000292%,product holder
0xf3D9D7a6A54bE7159272C5C72eD1bB250b392104,0.00000292%,product holder
0xD356DA9b3BC8B2972107FEa179272e3a08156776,0.00000291%,product holder
0xb5C8572C5f62dd38915c4F74F057C36FD12c7873,0.00000291%,product holder
0xBA46ca216B9B50990cc60cd7F7e4F4D61b541f9a,0.00000291%,product holder
0x7cAa976B75C667f972d49293B1dD1B6A951EA48e,0.00000291%,product holder
0x48a2aDE64c1CeC6836911B2E1F4FB2D18c025A84,0.00000291%,product holder
0xF4328771C72d1e9d8cB0132c4B054A2Ec53aF813,0.00000291%,product holder
0x8B2Fd4935493b60CC80675C5bB68Bbe304069616,0.00000291%,product holder
0xa06c9cf8608b43c987ccc3a782BFB3eA4D30Ce6A,0.00000290%,product holder
0x3dA66b5B1368B2599D067887d826CE869E97eD0f,0.00000290%,product holder
0xa13381e1D425c8fCf6779dbc3ac4295857491f98,0.00000290%,product holder
0xf626e9A2FDDbf55b0b1A87C56128A7ba6723A85a,0.00000290%,product holder
0xc9eE309b4739823E511dab7d5e2702a9b6084bf5,0.00000290%,product holder
0xFaF5Cf83230365d10D0Cb585B8678Cdf0c96E160,0.00000288%,product holder
0xe3c22B9688e1F059785414EC2a86e48e82385e2b,0.00000288%,product holder
0x4Da642b339C7BfD20D99CcE135c2e32E4599250F,0.00000288%,product holder
0xA1ecD6da563D5a13329C40cfA1B0B0E6C7C35Db7,0.00000287%,product holder
0xA2Acb0F21334F8874c93606168ac3A607c276870,0.00000286%,product holder
0x8c98BE95D52B69a954d8321c843b876Baf8d6627,0.00000286%,product holder
0x2E4fdED06ECF96651A2D3Aed1EC1b36F92f0e803,0.00000285%,product holder
0xA812d24e2ada5A0A180C3499d750Ff8AC8906f83,0.00000284%,product holder
0x66b81C19494e5b1c85f9ce8d851cDE3E83528693,0.00000284%,product holder
0x698fa9d90a61A190648CbB9e0e938bA0735e32a8,0.00000284%,product holder
0x0cDF82e260c3a1d3304e0e65eF954f1541f1aA58,0.00000284%,product holder
0xF852a79e3263FD64458049434E458645ce46B068,0.00000284%,product holder
0x4349257cEFfCFFf542C859122b8CCD7F4138C560,0.00000283%,product holder
0x4d383a55bFd919E714e5d4b161C17e7C7046dd53,0.00000283%,product holder
0x74b7E6d4336df8038A44393CAc5B7aC53fd75C7A,0.00000282%,product holder
0x6897F7AC35F10A168B0AA247BaC4A82b2987A868,0.00000282%,product holder
0x5eCa17a2fBe8E39e72CFC7A9987855Be20a0550f,0.00000281%,product holder
0x8Bde8b50007f50C382CC6dd039AE246A26DaD0a9,0.00000281%,product holder
0xE32e3eed835C67D35aD927FE37a064025AF30b37,0.00000280%,product holder
0xB4269fF7C2Fae58c23a87b7ac472fC721445A199,0.00000280%,product holder
0xB167656e1d9Da6B97D1575530612c629943647fC,0.00000279%,product holder
0xCeB7133758c3617EF7cE00E5C634986dAb2d7e78,0.00000277%,product holder
0x9a8d2E2aaBB410DcB5996d748b5648c4ED44084D,0.00000277%,product holder
0x2e9Cef5D459f013bc6A48b2e636721Fcf3F8939F,0.00000276%,product holder
0x411B96a921d9d6e7fDd334fa3aBea6cc2bd6eC87,0.00000276%,product holder
0xda36Cc4136a24035D2fa1e35873CFb6b4EBf4321,0.00000275%,product holder
0x6457E7879a96eB0a8f9Db4D39A09dC45Cd15ED8c,0.00000275%,product holder
0x15c9a93f042CAECf622B6B3eB083A7144E3Bc8ff,0.00000275%,product holder
0x1484F25312E690Dc12247A569843A4dCDF19aF39,0.00000274%,product holder
0x823c22Ff08CBF908aDAE19c2E89B9Ff9D870108D,0.00000273%,product holder
0x6534Fba3A13A33923e17A1675CB5f156BA04AC8a,0.00000272%,product holder
0x61de5ec07e9Bc0d5f085872058b15F235946aBf8,0.00000272%,product holder
0x92dAd3790f689Ba1816a08ea83263b2a3e958Efc,0.00000271%,product holder
0xF38498ee2cAC45181B741b40FF0e56eAb71d381c,0.00000271%,product holder
0x355931CFd2497576cB54d343B64Cd4a3820269bF,0.00000271%,product holder
0x33CD077895B065Aa313f5117A90716FC4e21c75E,0.00000271%,product holder
0x7e33331Bd8Cfd7fb70c1e2B437c6022Bcc01E43D,0.00000271%,product holder
0x913693A064c19CDEEA45fcCaE30138BA5AC8b59d,0.00000270%,product holder
0x21fA477676B541045F3eCBeFDc7fDDc291DfAe68,0.00000270%,product holder
0x4167c039F7c1dBA736b2e69951040073978A4b2f,0.00000270%,product holder
0x09d369Fb7f6755D3CCca30a85B45ef3b351618Fb,0.00000269%,product holder
0xC0609254B3A383670edaC51FF07D37d330B33226,0.00000269%,product holder
0x635C63a4Dfd7fead07518A180875F832479fa015,0.00000268%,product holder
0x09fa85D29AD0b2BfF76DAb327d8E52c03a4EA2De,0.00000267%,product holder
0x719DC63ca10DbAB950eE13964CE542eef8157a30,0.00000266%,product holder
0xDD466Fe4B7cf4BE6062b21089b0B4841c70b75B2,0.00000266%,product holder
0xE4Aaff330d2eB2d1Db98548e147e03ae44280181,0.00000265%,product holder
0xd74de0C9eA59307ca8f1BEFFFB6f941947E93Be3,0.00000264%,product holder
0xf19d2c58A0B8Ec01c415E39D499F3c51628b06C8,0.00000263%,product holder
0x85BA6e3287827AA4235A6222e602832260a915A1,0.00000262%,product holder
0x7b86b43CC1E2d568398ceEd8fC74338Dc9F9d193,0.00000261%,product holder
0x68eB8d6e7a1bba9bDBF975Bfc6BaAbe044253622,0.00000261%,product holder
0xfC432C906d703341C08C7E06bC94c5Be8a2305fe,0.00000260%,product holder
0x7884839035337cCafD98Efd2300331879dad1bB9,0.00000260%,product holder
0x6300A5Cf2c718350258046a9e9B22Dee2C49B5A5,0.00000259%,product holder
0xDaC8335558AAD1B38248394E4B5d3ED7c75C5326,0.00000259%,product holder
0x961B0f2557DA8a982e0b8b3F8BcacD57Fa066c93,0.00000258%,product holder
0x3689c7b8dFb8337532C7B5C904c20a359aDc8D31,0.00000258%,product holder
0x8305503eB921D0b95C3f7028a6D7220313A570A4,0.00000258%,product holder
0x1e103C4A2a58c125fbdd5796BF08Aff570d263CC,0.00000257%,product holder
0x5FB83B9d6b018b2e51A36d0345415dfB44DE432e,0.00000257%,product holder
0x21851a9a83d88c8B012A22d533fC4F1e7Af5456A,0.00000256%,product holder
0xf28cD05A4d9C5dAb90C99983c996343F0DD006e2,0.00000256%,product holder
0xA0bD7F9e0967067fBe3958628d5E4A9bA0a7bD19,0.00000255%,product holder
0x6D26e52ee3D0603000c9968c477AF953208Fb046,0.00000254%,product holder
0x37fcF64d932BaF62c100c25c20B996fA71f02a3B,0.00000253%,product holder
0x3D3A1B6043CB3362c9F4D4bb61503C8CaB0FB33b,0.00000252%,product holder
0x827DB4Dd0831aE735DcCdD15c47e38e869CcFcC8,0.00000251%,product holder
0xa40Ca97F27FDFbBd0F6Ae84eEC63182171D20AE7,0.00000251%,product holder
0xf90D785aA902954f098d2FD767255A7C6536912D,0.00000250%,product holder
0xe53Cb03061A60549b4BFe7c5B53CfF3a18EFBC09,0.00000250%,product holder
0x76f6988610B1c294d8B0De3e725005Af9D557b00,0.00000249%,product holder
0x354DC7B13f978D6282D90aFFaDe080E93FEB22eE,0.00000248%,product holder
0x918dFe9145E0c5a8EF1c9dCb6e5c0b17f669AFFb,0.00000248%,product holder
0x37519D725111747B6de1b6a7e6c30af7766a5C0A,0.00000248%,product holder
0x9d00774E6f6a224008862Ab3D756c6aE5c742E05,0.00000247%,product holder
0xA10afD8ba451EE8020B523b627B1EFC4E2185Cb6,0.00000247%,product holder
0x910fAbAEBc56e12EE0F05C5d9023040c9Be2Bb86,0.00000247%,product holder
0x6aC54906d7eaE6Bec5C7fbD26988DE4bEBd621a7,0.00000246%,product holder
0xDB8964c702D5BE94D2BE43760A564eCcbd84508B,0.00000246%,product holder
0x043AfCe0500c687f03339833a606e8C397d7A68E,0.00000245%,product holder
0x4e7ab7fB71F62170d54BFbc5c8D83F9344666Aa9,0.00000245%,product holder
0xbE09673acD0F54EBDDE439366eE69B74D39ce34c,0.00000244%,product holder
0x4fFb533788282d517502Dcec5D60241f2812E8f1,0.00000244%,product holder
0xcaFdE322f75Aaaa850212dDf1B774642E1134543,0.00000243%,product holder
0xE749546455Cf694D0b3B96d52c473a107FE8c49B,0.00000242%,product holder
0x2719e4c5F93224F02D7B0cA9F86894A98F49e21B,0.00000242%,product holder
0x24FAa5af7022D3B3096d10fDc72c06AaA0187755,0.00000242%,product holder
0xA2e7002E0FFC42e4228292D67C13a81FDd191870,0.00000242%,product holder
0x37d5d5aA96CAA2CC89FC7d67B7eF0bCc14E7afC8,0.00000242%,product holder
0x674Ae6c805e1563Fd944Fd69691350A4E05161D2,0.00000242%,product holder
0xF8eE4770c809fa90ECB3070fbccF63E0250f90EB,0.00000241%,product holder
0x09D4DAa18FC5f942eCC637F2EbDc7B9F48726145,0.00000241%,product holder
0x335D7D5dF1BF7c81Ca5ab77398a787128ed31264,0.00000241%,product holder
0xd41474BFE455F03eaA3709fcb05260F31BE879c8,0.00000241%,product holder
0xA0502c9938718dD1b35D20B15C66b3F677e18b87,0.00000240%,product holder
0xb3d8EDaf090070D2691eBbF38c408f33B7C83a26,0.00000240%,product holder
0xe76A57B1278E8589bDaB14292b51AbfBEbc72599,0.00000239%,product holder
0xB2570DB36e99D202df13BD8738a68862836a8912,0.00000239%,product holder
0x587D6ffF6B8b13658ca5d70BbA6Bf8f1417040F3,0.00000239%,product holder
0x816A2e2bA18e2e7bF4125E40b791c06A297277b7,0.00000239%,product holder
0xaB8bE8f2E9dB2A11461dC0Cf3394fE216f50d9B9,0.00000239%,product holder
0x44DC154F859c0FDb602145E6bb72309268F4fd7E,0.00000238%,product holder
0x966669103aaE873F2d4C23621fCc72C007844f61,0.00000238%,product holder
0x3266dA0491eBc647b351613781dBab2807aB5B54,0.00000237%,product holder
0x796C8a46eA69F1606777455E3a9D3300e480c073,0.00000237%,product holder
0x69B2168ffedc2a5d320F5F217f8FD4F705ce74c2,0.00000236%,product holder
0xa0eA35AA53607FC2a8e2eec9dF9fCFbA7c1bbE7D,0.00000235%,product holder
0x142AB01F4F0f3c96551e2D9B2E399e6fA359DC5A,0.00000234%,product holder
0xb92db7bFe34a7bc1AEc2BBE8150096865778C594,0.00000234%,product holder
0x6D8614C6b257eFBB7980E89a2C8Aa40bCA39A4Ba,0.00000234%,product holder
0xd66cF82f7D9F54b4a57ACea3030927AAf5B3F5f3,0.00000233%,product holder
0x9A80B66902b2053feE6d3AfBef84d9CC0bd5c563,0.00000233%,product holder
0x880f22d123682D768C39D5A04aF6b0F778750A7A,0.00000233%,product holder
0xd01f3Fcc20B57b71272a261fC9Ce7C9a33beb023,0.00000232%,product holder
0xcfB0E3Cc27563bF7C27349910103c88E4C9aE960,0.00000232%,product holder
0x320B2Df0B81e72db2783977f0C9e085B24223D2d,0.00000230%,product holder
0x2060e47924C00Df0f5faf0fF06d2335B5D696820,0.00000230%,product holder
0x09B94567E5D6ab56CBD7709E954f4F2e55a070b3,0.00000230%,product holder
0xdeD44ff482003aFB0Fc0d917Ca7C52C67886f701,0.00000230%,product holder
0x15b5F062D052a67338d07f8DC427d94F64436B75,0.00000230%,product holder
0xc836FdDce0C40B26aC3510edbC497E9A7117Ac84,0.00000229%,product holder
0x2719F24EE546b0083ca0eE7f9B897A83B30fF10d,0.00000229%,product holder
0x165dc389A7bDea1b7ed351775B21B4072e2d7a69,0.00000229%,product holder
0xaf8Bf99674cA05fA7c4a89aaAAA98E38d79c12B8,0.00000228%,product holder
0x091B095aDd0747B59069670aD811c046F3bF6a5f,0.00000228%,product holder
0x4251ef38A1b83686226733c6407F3E8AAcE103A5,0.00000227%,product holder
0xbfd7CFc6f34dacf913d2E8408D6A29A6A0C7991F,0.00000226%,product holder
0x213208bEFdf8462Be5788f7b617C0CFdf0C92Bee,0.00000226%,product holder
0xC8D9B774F920382e9b69900C9506e7126D3Ee899,0.00000226%,product holder
0xba8ABaa947D3B96DFccBAa458a3d263f4E77BC0A,0.00000226%,product holder
0xD9c381b4174311c15cb08b70d0B39350aF2fD8C3,0.00000226%,product holder
0xe31Aca83526af03a4966eC1612056981D83Ff51c,0.00000225%,product holder
0x7631440207D223A55c55e41C8f8ee28569f959C6,0.00000225%,product holder
0x17C5bC83DdBC300D2EB74DDA5656426f5Ed59BEe,0.00000225%,product holder
0x6bF0d446a60b83EA424331406673C91B26Efb7B0,0.00000224%,product holder
0xb7b570Dc117b4946925bc39166418516FB011CbB,0.00000223%,product holder
0xfaB7382B9A7584D5669D4D5396FAeEbe6f7A004E,0.00000223%,product holder
0x5f1bF06BA6aeB4396f04745121f6C420bfa2a588,0.00000223%,product holder
0x47AC83Df48B7253e69d13B2e89D8c0EdB38Af5aE,0.00000222%,product holder
0xF81Ef1E018174073adC0DE358A002573138431e9,0.00000222%,product holder
0x5da727553667ef41b764069f9a5F18952053e55C,0.00000222%,product holder
0xD13Cf36b646aDcaD473523F7B32bAa74F4F8F502,0.00000221%,product holder
0x88E97824b2D4B020Fa8744f9f738356e11654acd,0.00000221%,product holder
0xe2ddb5A5C8B88ae4360468A8f0021D7519564782,0.00000221%,product holder
0xf87e6F59fb99002DA6230B058252a4E4393c280b,0.00000221%,product holder
0xE446Ff05a6F68e1f16D7981C07E0EDa904f89520,0.00000220%,product holder
0x0eF4162C05d4E2032020A3Dbf593cD34E4093149,0.00000220%,product holder
0xf260029A51933376DCe9e60d0aB0Be2c6403746b,0.00000220%,product holder
0x36e7e8Fc9552D4f1590C0f3978e0386C8CA72969,0.00000219%,product holder
0x823FcDcdb11404336855A22BF75F244e8682c455,0.00000219%,product holder
0xEe9905936afa5D8DA60400084D414fcF24C6F2e6,0.00000219%,product holder
0xf9b9637D9C3119B117fdDcAec6eBfbdbC72AfcEa,0.00000219%,product holder
0x492F2eBE445D43b6109F1Be3D8D696C2399072Ec,0.00000218%,product holder
0xc56e697016bE41B0DdCBa199d16845B55803D3A2,0.00000218%,product holder
0xc844cAc998322D13ccC67521b3387997F797c2F8,0.00000218%,product holder
0xA376f8Ad2e14A54f688Ea9166398312Aa714DCA0,0.00000216%,product holder
0x240d9d7A63f4Cd5194802d1d530912011CACF386,0.00000216%,product holder
0x5c375866742BfF3906e3592Df6718D5EA27e709b,0.00000216%,product holder
0x9427709a6F9816396f79FD21ca4Da907F071693c,0.00000216%,product holder
0xc3db340625fE6f0B80C47248Cd0FAAb8469a9dEB,0.00000215%,product holder
0x75A6aC9F5a57e477c3bB7a94C69375C05EDE11bd,0.00000215%,product holder
0x822179e03099DB0D836449bc05B70F24bb776096,0.00000215%,product holder
0x7f7d4D6D31549F2Cc57a7383597f3574AF29fE69,0.00000215%,product holder
0x06aB6A5eD4aE3B67DD7E5c6F01BB887d2129FaF5,0.00000215%,product holder
0xcE6781B5fa9383a1a9013Ef30bD79adDA8EAE539,0.00000215%,product holder
0xFc5bd760F063C5015b207C68540F05C5698Cb70B,0.00000215%,product holder
0x93dca25Bd9314B014146EA0DF88B38F860F16d88,0.00000215%,product holder
0xc7c52F5762a8BBA4936A75564D726aC224323403,0.00000215%,product holder
0x19C31acb9d23Cf6b741258BdF1Ae9DC05C5740F7,0.00000214%,product holder
0xdDb6014e269FD844D0FFe405808c9cef72fcb238,0.00000214%,product holder
0xFD415D948063eFb9C5D33949c808728AC3BFffbd,0.00000213%,product holder
0x2f170b398D867bF5aC0d52cFcBcf2C580533ecC7,0.00000213%,product holder
0xA171096f562dEa485e374ad69ed99Dc84DA2fb12,0.00000212%,product holder
0x0069C32c9FEf1d905f374b314ABD26a676858120,0.00000212%,product holder
0xc9CB74157F1C0A3966578F9735B7c7Ce6C2Bd30E,0.00000212%,product holder
0x69082CFb7ebf083dBDAeeBBeF3f776D09c10A976,0.00000212%,product holder
0x041e7c97Ee8D7aC82539FA5f59520139d9e5BF0F,0.00000211%,product holder
0xe0964Cc5C42712344d6eaC4c5cBe3b7bBaC32c9c,0.00000211%,product holder
0x09a6D6640555dbB959466d574402da12Fa56fE8F,0.00000210%,product holder
0x0508fC92f6753605F6a1894f40afb520797f8dE8,0.00000210%,product holder
0x7c548c1d3B006686283Ba8425238c3114523A471,0.00000209%,product holder
0x47d4E2f6DD2fCD461E86d2f79e02BF54A015f82A,0.00000209%,product holder
0x5026B2305FE366D117755Eb38E3e2a87aE1A4dE5,0.00000208%,product holder
0x27BE2802bF358a005fdf64Ac0BacE7c7bB0B8727,0.00000208%,product holder
0x2b721ACc57bdfE99d86f2284376CC06021ad93Af,0.00000208%,product holder
0x2375AC2e31beE26670719956c624851972164175,0.00000208%,product holder
0x1b1e7F3813B479688a54e0BE7CAA6b54BEcf465E,0.00000207%,product holder
0xEa124B21969ED91eD513F170027d36D0262f95e3,0.00000206%,product holder
0xfE15B3DdF53FB713D41aFd1cb053aFEd8435d06f,0.00000206%,product holder
0x1202D938a5e246242cB779543FE5A6D0beF2e368,0.00000204%,product holder
0x718d16fE64133b6E7649cEe5D5C1a7c456e1Af58,0.00000204%,product holder
0x4BeD97914b77Ea76dbf8d00A58174Cace0749a36,0.00000204%,product holder
0xebd780c34194Adc3BEE2d306Bd1608f01C10500E,0.00000204%,product holder
0xBeC0349A46BA50429E8FC0D4931122b9CCBb8063,0.00000203%,product holder
0x6A82D3Da43b6ACb46115FC9E3f0F44d200005aA9,0.00000203%,product holder
0xfc4468c16A96678ADE0b3e6bca8075F9B82eA3a7,0.00000203%,product holder
0xBE3Ce3e7d34F57D6F8e4Aed7978331833a3fe32b,0.00000203%,product holder
0x6131bace1762a7C84F0cb27eDe35Accc2d2718dF,0.00000203%,product holder
0xDaC900F75F02Bc317DD82cD1d310d592f39c4B3F,0.00000203%,product holder
0xB71b285a1F43bf829E39F2F9b54399E87D367Fce,0.00000203%,product holder
0x7769c02EC0ee580E381B8746ac2093CB8c45d23A,0.00000202%,product holder
0x7aea2728c542453d4Aa97CD7A2dD96f6eD9cdc22,0.00000202%,product holder
0x13987432FF375B75d3982c1fB3F5484897f124f5,0.00000202%,product holder
0x480E3f014C6E0Ad173D120f9937A8F29D48F18Fc,0.00000202%,product holder
0xEF401f073C731ED6c32c0EB971686482db58410d,0.00000201%,product holder
0xd50916De7b55f114F834A5e1d7e5BB7b4c0B2Fd8,0.00000201%,product holder
0xAbCF552088BFC4866261398BCCc501559021b332,0.00000201%,product holder
0x01319d4c5fd16e5dBd1CDC88491D75D11F1e80fF,0.00000200%,product holder
0x5e7A26fC78EC3960f6D6FEDc099C43146DbFCE91,0.00000200%,product holder
0xa34AF29BAaFd6cA61B52D5596dea8E3c84021053,0.00000200%,product holder
0x99C66C32A6E5FEcF8792eF4CE0af81c1f2aA4454,0.00000199%,product holder
0xB0c6CE2CFD7c590839939564aD5CeD1DE270751c,0.00000199%,product holder
0x1372a1f3B4eC316d4Efb260F57DA21F63c37709f,0.00000199%,product holder
0xA07479b2d0272E210EC5E40eec3767Fe4e60183A,0.00000198%,product holder
0x5d71Ae1bF52aC5A91b5c9676D4d4e70ae98876f1,0.00000198%,product holder
0x3AdDFB3300Fe7bf1f7f14fc877aD1b5e1F2c6B31,0.00000198%,product holder
0xaF5d39E857538382b441F083C0C22E504f6cD314,0.00000197%,product holder
0xe9485b69e91D5C6b5D84f05C2E062189561a8B2a,0.00000197%,product holder
0x78BAfD20A99cD40079542d53108d4679D380bcF3,0.00000197%,product holder
0x33355bFb5B8021E1453bE9368FF1cC8C35F6a3E2,0.00000197%,product holder
0x257c52b775A4350dF13a8369d9Ef10b2060E6d23,0.00000196%,product holder
0x2BC4a1983D41078Df30af5a996376F383B110C58,0.00000196%,product holder
0xd42627f3AAA1b80160414B329bfE7D6Aad770991,0.00000196%,product holder
0x671dD8158138d5e91089C2c1D0765b18cBAef525,0.00000196%,product holder
0xD938722718F97F717297eFc904232FFB9dF919B4,0.00000195%,product holder
0x795C546b7a86bd070805268626B80cD9d01d87AE,0.00000195%,product holder
0x03a23a7a54eFb932fBB3aA1c475920C9402282bF,0.00000195%,product holder
0x7bbD29E71bC50c325A81dcd2748898D6eC12ec3F,0.00000195%,product holder
0xB0BF51C37F2Ae508Df7de434cD56b78722181233,0.00000195%,product holder
0x51052071AA03F56d4eD0903BFb3E26E86aAc4afC,0.00000195%,product holder
0x0fd5c3AaA9005287Ab825A84BE3E4aA74e6Db637,0.00000195%,product holder
0x81d10Fd753CfaDBdbcEeE31b3E5CE6Ef66860572,0.00000195%,product holder
0x76f09502A0828B72992963eB9c16457d489Ad052,0.00000194%,product holder
0x946fEb491643dFB5D349659A068935029744CaE1,0.00000194%,product holder
0x3CD9FCA1112fF3F7A301F9e8DD826882d35c12E5,0.00000194%,product holder
0x59140633497eb928621Fd8e3cc28d5386a679E85,0.00000194%,product holder
0x3F04f857948020013a4bc2D4E4F5943C129cE973,0.00000194%,product holder
0x918cEBa1ce6E71217a959fCA88F66f8114792F22,0.00000194%,product holder
0x547F262d4c6b9E62c0868FFb24f6fe24379CB0E2,0.00000193%,product holder
0x850B0Fe06389bdfa7F768353973dEf830f9De159,0.00000192%,product holder
0x9C88DD0703cd1F2f5ECFD22A4bf2ee856234228f,0.00000192%,product holder
0xf7ab074252c903a92D3e6cc175301971cB1ffC5F,0.00000192%,product holder
0xCBBA4A3aB07e76B57fd53e46f6fFd8Dea5DceD1B,0.00000192%,product holder
0x5fBCe2070821544E6E828f4B4BB85D9F6bc25c59,0.00000192%,product holder
0xA9abe6Cc1342d73Dbfcd43F8bEBB4906F8A4AeCd,0.00000192%,product holder
0x3059F77406DBb54b4CeBe4a573A95D7f58347a57,0.00000190%,product holder
0xbB1a3dF1Ec943585dcb9e30c021b481f326477a3,0.00000190%,product holder
0x7f8E50ddad1aeE9EDEe1ee1f432cd2e44CB5071c,0.00000190%,product holder
0x21093947278aEC469f300A7e4515999316885783,0.00000190%,product holder
0xB84815E09f6D24767eEb46cD30F6eC088D599896,0.00000189%,product holder
0x7Fe6df3Bbc6c9e3eC61f2cD8765d3036b7fe063C,0.00000189%,product holder
0xf273ccf540d60aa4F7b641bA046aa8218ACa04Ba,0.00000187%,product holder
0x63A21569489D3DAaaE0e4861727d4B547d20D529,0.00000187%,product holder
0x3ec5B42376BFbE988cC619a0aCFE68049d4fb9bC,0.00000187%,product holder
0x014CcC93FF00D407BC7ff533d5c3b32Aa3597F44,0.00000186%,product holder
0xdA224b8334aA8e16Fc0B5Ca689aeFDb6b6502E8C,0.00000186%,product holder
0x98C79C3988465F74f26F5073cB3424e3F02d4e0c,0.00000186%,product holder
0x05aa907b21068bAaE97921cF43598847F44eb94A,0.00000185%,product holder
0x809EB7f6F09Bd330c301B4229A3B936dD7D391A9,0.00000185%,product holder
0xbe488bb2f7B83f0Cc18Fd904533bCaF41715025C,0.00000185%,product holder
